AccidentID,Latitude,Longitude,AreaName,RoadName,RoadType,NumberOfLanes,RoadWidth,SpeedLimit,Weather,Temperature,Humidity,Visibility,WindSpeed,RoadCondition,LightingCondition,TrafficDensity,AverageTrafficSpeed,HeavyVehiclePercentage,PedestrianDensity,NearbySchool,NearbyHospital,NearbyBusStop,NearbySignal,NearbyRailwayCrossing,Year,Month,DayOfWeek,Weekend,FestivalSeason,TimeOfDay,Hour,CurvePresent,DividerPresent,RoadShoulder,AccidentHistoryLast5Years,ConstructionZone,BlackSpotReported,AccidentRisk,AccidentSeverity,Hotspot
CHN202500770,13.0404,80.157959,Porur,Mount Poonamallee Road,Arterial,2,13.2,60,Cloudy,33.8,72.1,3477,17.3,Dry,Daylight,High,15.4,9.9,70.0,No,No,Yes,Yes,No,2022,8,Tuesday,No,No,Afternoon,15,No,Yes,No,3,No,Yes,Medium,Major,Yes
CHN202300771,12.977473,80.216578,Velachery,Velachery Main Road,Flyover,4,11.8,70,Sunny,33.2,62.8,2482,9.0,Wet,NightWithLights,High,23.9,11.6,71.0,No,No,No,No,No,2022,11,Friday,No,No,Late Night,3,No,Yes,No,2,No,No,Medium,Major,No
CHN202200772,12.952449,80.153108,Chrompet,GST Road,Flyover,2,8.3,80,Rainy,25.0,88.6,695,11.1,Wet,NightWithLights,Medium,35.7,10.5,65.0,No,Yes,Yes,No,No,2024,7,Thursday,No,No,Late Night,2,No,No,Yes,3,No,No,High,Fatal,No
CHN202200773,13.016604,80.196507,Kathipara,GST Road Flyover,Flyover,2,12.5,80,Drizzle,25.0,86.6,1429,16.7,Wet,NightWithoutLights,Medium,32.1,6.6,31.0,Yes,No,No,No,No,2022,2,Thursday,No,No,Night,19,No,Yes,No,2,No,No,Medium,Fatal,No
CHN202400774,12.932664,80.252763,Neelankarai,ECR,Highway,4,21.8,80,Sunny,31.7,50.4,4011,8.8,Dry,NightWithoutLights,High,20.2,24.8,46.0,No,No,Yes,No,No,2025,6,Wednesday,No,No,Night,20,No,Yes,No,2,No,No,Medium,Major,No
CHN202300775,13.113529,80.153874,Ambattur,Ambattur Industrial Estate Road,Junction,4,16.6,40,Rainy,25.3,85.1,482,26.2,Damaged,NightWithLights,Severe,6.8,11.8,74.0,No,No,No,No,Yes,2025,7,Saturday,Yes,No,Late Night,3,Yes,No,No,10,No,Yes,High,Major,Yes
CHN202400776,12.940384,80.238005,Thoraipakkam,OMR,Highway,6,19.6,100,Sunny,37.5,57.3,2037,11.2,Dry,Dusk,Medium,32.9,22.7,36.0,No,No,Yes,No,No,2022,1,Friday,No,No,Evening,18,No,Yes,Yes,6,No,No,Low,Major,No
CHN202200777,12.788497,80.215526,Kelambakkam,OMR Service Road,Service Road,1,6.5,20,Cloudy,28.1,68.4,3822,9.1,Damaged,Dusk,High,16.3,5.5,56.0,No,No,No,No,No,2023,12,Friday,No,No,Evening,18,No,No,No,0,No,No,Low,Minor,No
CHN202400778,13.040741,80.146102,Porur,Mount Poonamallee Road,Arterial,2,15.4,60,Drizzle,26.9,76.6,1537,13.6,Wet,NightWithLights,Low,51.9,9.9,34.0,Yes,No,No,No,No,2022,6,Sunday,Yes,No,Late Night,1,No,No,No,5,No,No,High,Major,Yes
CHN202400779,13.056597,80.103923,Poonamallee,Poonamallee High Road,Arterial,2,14.7,60,Sunny,36.6,45.8,3060,13.5,Potholes,NightWithoutLights,Severe,,5.4,100.0,Yes,Yes,No,No,No,2024,6,Friday,No,No,Night,22,No,Yes,Yes,8,No,Yes,High,Major,Yes
CHN202200780,13.144317,80.235027,Madhavaram,Madhavaram High Road,Arterial,2,15.4,50,Sunny,29.7,59.0,4209,6.4,Damaged,NightWithLights,High,28.9,4.8,57.0,No,No,Yes,No,No,2023,6,Wednesday,No,No,Night,20,No,Yes,No,4,No,No,Medium,Major,No
CHN202500781,13.071492,80.197191,Koyambedu,Poonamallee High Road,Arterial,2,14.0,50,Cloudy,27.1,57.6,1852,12.2,Dry,Daylight,Medium,33.0,8.5,70.0,Yes,No,No,Yes,No,2025,2,Tuesday,No,No,Afternoon,14,No,Yes,No,4,No,No,Low,Minor,No
CHN202200782,13.011755,80.20061,Kathipara,GST Road Flyover,Flyover,4,13.4,70,Drizzle,26.1,82.6,817,11.8,Wet,NightWithoutLights,High,26.4,6.8,47.0,No,No,No,No,No,2025,7,Sunday,Yes,No,Early Morning,5,No,No,No,11,No,No,High,Fatal,No
CHN202500783,12.783677,80.218127,Kelambakkam,OMR Service Road,Service Road,2,7.1,30,Cloudy,27.6,72.3,3958,17.3,Dry,NightWithLights,Medium,31.8,18.0,31.0,No,No,No,No,No,2025,4,Sunday,Yes,Yes,Late Night,2,No,No,Yes,0,No,No,Low,Minor,No
CHN202500784,12.921591,80.248254,Injambakkam,ECR,Highway,4,20.8,80,Sunny,34.6,52.5,4103,13.5,Damaged,Daylight,Severe,4.0,9.3,79.0,No,No,No,Yes,No,2022,5,Wednesday,No,No,Morning,8,No,Yes,Yes,6,Yes,No,Medium,Major,No
CHN202200785,13.049923,80.214287,Vadapalani,Arcot Road,Arterial,4,12.9,50,Sunny,36.3,46.0,4984,16.0,Dry,Daylight,Low,45.3,8.9,41.0,No,No,No,No,No,2023,11,Sunday,Yes,Yes,Evening,16,No,No,No,4,No,No,Low,Major,No
CHN202400786,12.96995,80.239909,Perungudi,OMR,Highway,4,23.1,80,Rainy,29.1,92.6,1344,14.5,Wet,Daylight,Low,46.3,17.8,14.0,No,No,No,Yes,Yes,2025,7,Friday,No,No,Morning,9,No,No,No,3,No,No,Medium,Major,No
CHN202400787,13.050951,80.21653,Vadapalani,Arcot Road,Flyover,2,11.1,70,Cloudy,32.2,62.7,2032,13.8,Dry,NightWithLights,High,12.8,8.7,47.0,No,No,No,No,No,2022,3,Tuesday,No,No,Late Night,23,No,No,Yes,2,No,No,Medium,Major,No
CHN202300788,13.107828,80.240975,Perambur,Paper Mills Road,Arterial,4,16.1,50,Sunny,39.0,62.8,3120,5.4,Dry,Daylight,Severe,4.0,3.6,100.0,Yes,Yes,Yes,Yes,No,2025,3,Saturday,Yes,No,Afternoon,12,Yes,No,No,4,No,No,Low,Minor,No
CHN202500789,13.159982,80.23023,Madhavaram,Madhavaram High Road,Flyover,4,12.2,60,Rainy,24.2,79.7,642,27.8,Potholes,Daylight,Low,45.3,6.2,24.0,No,No,No,No,No,2023,1,Thursday,No,No,Morning,6,No,Yes,No,2,Yes,No,Medium,Major,No
CHN202500790,13.04369,80.155462,Porur,Mount Poonamallee Road,Residential,2,5.7,40,Sunny,35.7,64.8,2883,8.5,Dry,NightWithLights,Medium,27.3,3.1,32.0,No,No,No,No,No,2025,3,Saturday,Yes,Yes,Late Night,1,No,No,Yes,0,No,No,Low,Minor,No
CHN202400791,12.94013,80.254246,Neelankarai,ECR,Highway,4,14.6,80,Rainy,27.2,80.9,320,28.8,Wet,NightWithLights,Medium,34.3,21.0,46.0,Yes,No,Yes,Yes,No,2023,2,Sunday,Yes,No,Night,21,Yes,Yes,Yes,4,No,No,High,Fatal,No
CHN202200792,12.788756,80.219857,Kelambakkam,OMR Service Road,Flyover,4,11.7,60,Sunny,31.6,60.2,3156,,Potholes,NightWithLights,Severe,14.3,8.9,89.0,Yes,No,No,No,No,2022,7,Saturday,Yes,No,Late Night,3,No,Yes,No,9,No,Yes,High,Fatal,Yes
CHN202400793,13.071479,80.192638,Koyambedu,Poonamallee High Road,Highway,8,19.6,80,Foggy,21.6,92.5,364,9.5,Dry,Dawn,Medium,34.5,7.1,50.0,No,No,No,No,No,2022,4,Friday,No,No,Early Morning,5,No,Yes,Yes,3,No,No,Medium,Major,No
CHN202300794,13.00157,80.258009,Adyar,LB Road,Arterial,2,13.2,40,Cloudy,32.7,60.3,3053,16.5,Dry,Dusk,Medium,45.5,9.5,50.0,No,No,Yes,No,No,2023,5,Wednesday,No,No,Evening,16,No,Yes,Yes,3,No,No,Low,Minor,No
CHN202400795,12.922034,80.123239,Tambaram,GST Road,Highway,4,21.1,100,Cloudy,33.2,62.6,2487,16.2,Dry,NightWithoutLights,Medium,32.0,11.8,36.0,No,No,No,Yes,No,2022,3,Wednesday,No,No,Early Morning,4,No,No,Yes,4,No,No,Medium,Major,No
CHN202200796,13.043436,80.282491,Marina,Marina Beach Road,Residential,2,8.7,40,Cloudy,29.9,71.6,3600,15.1,Damaged,Daylight,High,17.3,7.6,66.0,No,No,Yes,Yes,No,2024,3,Wednesday,No,No,Afternoon,13,No,Yes,No,5,No,No,Low,Minor,No
CHN202200797,13.04254,80.231702,T Nagar,Anna Salai,Flyover,4,9.8,60,Sunny,30.8,52.5,3706,13.4,Dry,NightWithoutLights,High,20.2,11.0,65.0,Yes,No,Yes,No,No,2024,12,Tuesday,No,No,Late Night,0,No,Yes,No,5,No,No,Low,Major,No
CHN202400798,12.898639,80.225132,Sholinganallur,OMR,Highway,8,15.3,80,Sunny,37.0,50.6,3782,7.2,Dry,NightWithLights,Medium,31.8,10.7,26.0,No,No,No,No,No,2022,12,Monday,No,No,Late Night,3,No,Yes,No,3,No,No,Medium,Fatal,No
CHN202300799,12.917063,80.130592,Tambaram,GST Road,Highway,8,15.0,60,Sunny,33.4,57.5,2601,10.8,Wet,Daylight,High,19.1,24.0,72.0,No,Yes,No,Yes,No,2025,8,Sunday,Yes,No,Afternoon,14,Yes,Yes,No,5,No,No,Medium,Major,No
CHN202400800,13.076481,80.194371,Koyambedu,Poonamallee High Road,Arterial,4,12.3,60,Sunny,38.1,60.6,3101,9.5,Wet,Daylight,Medium,35.7,8.1,74.0,Yes,No,Yes,No,No,2024,9,Sunday,Yes,No,Afternoon,15,No,Yes,Yes,6,No,No,Medium,Major,No
CHN202500801,13.081165,80.259451,Egmore,Mount Road,Arterial,4,12.9,60,Cloudy,32.8,66.1,2426,16.9,Dry,Daylight,Medium,35.8,4.6,49.0,No,No,Yes,Yes,No,2025,1,Friday,No,Yes,Afternoon,13,No,No,Yes,3,No,No,Low,Minor,No
CHN202200802,13.033365,80.27257,Mylapore,Luz Church Road,Arterial,4,10.9,50,Rainy,27.5,82.6,1096,29.5,Wet,Daylight,Low,42.7,7.0,43.0,Yes,No,No,Yes,No,2023,1,Tuesday,No,No,Afternoon,13,Yes,Yes,Yes,4,No,No,High,Minor,No
CHN202400803,12.939688,80.235951,Thoraipakkam,OMR,Residential,2,5.3,40,Sunny,29.6,60.3,2535,9.6,Dry,Dusk,High,22.3,5.5,72.0,No,No,Yes,Yes,No,2022,3,Thursday,No,No,Evening,17,No,Yes,Yes,5,No,No,Low,Minor,No
CHN202400804,12.907841,80.233022,Sholinganallur,OMR,Highway,4,23.6,80,Rainy,24.8,87.3,1338,10.5,Wet,Daylight,High,13.4,21.7,58.0,No,Yes,No,Yes,Yes,2024,6,Monday,No,No,Afternoon,12,Yes,Yes,Yes,2,No,No,Medium,Fatal,No
CHN202500805,13.049395,80.277895,Marina,Marina Beach Road,Arterial,2,14.2,50,Cloudy,27.3,69.3,2248,13.5,UnderConstruction,NightWithLights,Medium,35.1,10.7,53.0,No,No,Yes,No,No,2022,7,Tuesday,No,No,Night,20,No,Yes,Yes,4,Yes,No,Medium,Minor,No
CHN202500806,12.934387,80.262287,Neelankarai,ECR,Highway,4,16.8,80,Rainy,25.3,78.2,301,22.1,Wet,Daylight,Severe,10.7,15.6,64.0,No,No,No,Yes,No,2024,9,Tuesday,No,No,Morning,9,No,Yes,No,11,Yes,Yes,High,Major,Yes
CHN202200807,13.084787,80.209033,Anna Nagar,Anna Nagar 2nd Avenue,Residential,1,8.3,30,Sunny,35.8,62.7,4069,6.2,Dry,NightWithoutLights,Medium,38.1,6.3,43.0,Yes,Yes,No,No,No,2025,3,Friday,No,No,Late Night,23,Yes,No,No,5,No,No,Low,Minor,No
CHN202500808,12.937344,80.235135,Thoraipakkam,OMR,Highway,4,21.0,100,Sunny,30.7,59.1,3706,9.1,Wet,Dawn,High,19.6,24.8,48.0,Yes,No,No,No,No,2022,6,Friday,No,No,Early Morning,5,Yes,Yes,No,3,No,No,Medium,Fatal,No
CHN202200809,12.938773,80.260224,Neelankarai,ECR,Highway,8,19.5,80,Cloudy,28.2,61.2,3710,13.3,Dry,Dawn,Medium,35.7,14.0,12.0,No,No,No,Yes,No,2025,5,Friday,No,No,Early Morning,5,No,Yes,Yes,4,Yes,No,Low,Fatal,No
CHN202200810,12.923083,80.123337,Tambaram,GST Road,Highway,6,19.2,80,Sunny,29.1,48.0,2659,17.7,UnderConstruction,Daylight,High,27.0,24.5,55.0,No,No,No,No,No,2022,8,Saturday,Yes,No,Morning,9,No,Yes,Yes,2,Yes,No,Medium,Major,No
CHN202400811,13.003936,80.218097,Guindy,GST Road,Highway,6,15.7,60,Drizzle,25.3,76.3,995,15.2,Damaged,Daylight,Medium,42.8,14.1,46.0,No,No,Yes,No,No,2024,6,Saturday,Yes,No,Morning,8,No,Yes,No,3,No,No,Medium,Minor,No
CHN202400812,13.071949,80.254403,Egmore,Mount Road,Residential,2,5.3,20,Cloudy,30.2,65.1,2687,15.7,UnderConstruction,Daylight,Low,50.0,4.1,19.0,No,No,No,No,No,2022,2,Wednesday,No,Yes,Morning,10,No,No,Yes,2,Yes,No,Low,Minor,No
CHN202300813,13.066945,80.257888,Egmore,Mount Road,Service Road,2,5.8,20,Rainy,28.5,85.5,1195,16.2,Wet,Dusk,Severe,12.4,9.2,79.0,No,No,No,Yes,No,2022,9,Friday,No,No,Evening,16,No,No,No,7,No,No,Medium,Minor,No
CHN202400814,12.910539,80.258682,Injambakkam,ECR,Residential,2,8.8,40,Cloudy,27.4,59.2,2611,11.2,Dry,NightWithLights,High,18.4,6.8,63.0,Yes,No,No,Yes,No,2022,6,Wednesday,No,No,Night,20,No,No,No,1,Yes,No,Low,Minor,No
CHN202300815,13.042979,80.157407,Porur,Mount Poonamallee Road,Arterial,2,11.8,50,Sunny,34.8,47.9,4057,7.8,Dry,NightWithoutLights,Medium,29.3,11.8,39.0,Yes,No,Yes,No,Yes,2025,8,Wednesday,No,No,Late Night,23,No,Yes,No,6,No,No,Low,Major,No
CHN202200816,13.074153,80.270684,Egmore,Mount Road,Arterial,2,11.0,50,Sunny,30.3,55.7,4111,15.1,Dry,Daylight,Medium,30.2,11.3,57.0,Yes,No,Yes,No,No,2022,8,Friday,No,No,Morning,6,No,No,Yes,9,No,Yes,Medium,Minor,Yes
CHN202500817,13.140076,80.234894,Madhavaram,Madhavaram High Road,Residential,1,7.1,20,Cloudy,32.3,60.3,3637,11.2,Dry,Daylight,Low,49.3,8.1,47.0,Yes,Yes,No,Yes,No,2025,1,Saturday,Yes,No,Afternoon,12,No,No,No,0,No,No,Low,Minor,No
CHN202300818,13.038278,80.148782,Porur,Mount Poonamallee Road,Arterial,2,16.1,60,Sunny,31.0,64.3,3025,10.1,Wet,Daylight,High,24.7,4.6,58.0,No,No,No,Yes,No,2025,6,Wednesday,No,No,Morning,7,No,No,Yes,6,No,No,Medium,Major,No
CHN202500819,13.066,80.192126,Koyambedu,Poonamallee High Road,Junction,4,14.5,40,Cloudy,31.7,59.0,3583,17.4,Dry,NightWithLights,High,15.0,3.6,79.0,Yes,Yes,No,Yes,No,2025,7,Monday,No,No,Late Night,23,No,No,Yes,3,Yes,No,Medium,Minor,No
CHN202300820,13.085703,80.213524,Anna Nagar,Anna Nagar 2nd Avenue,Residential,1,7.5,40,Sunny,31.6,57.2,3746,16.5,Dry,NightWithoutLights,High,19.4,2.5,56.0,No,No,No,No,No,2025,8,Monday,No,No,Night,22,No,No,No,4,No,No,Medium,Minor,Yes
CHN202200821,13.035466,80.265419,Mylapore,Luz Church Road,Residential,1,5.9,20,Sunny,34.3,50.2,3667,6.9,Dry,Daylight,High,13.6,9.5,69.0,No,No,Yes,No,No,2022,10,Monday,No,No,Morning,6,Yes,Yes,No,1,No,No,Low,Minor,No
CHN202300822,13.11137,80.241048,Perambur,Paper Mills Road,Junction,2,15.6,40,Sunny,36.8,61.3,3869,12.5,Damaged,Daylight,Medium,26.0,2.0,53.0,No,Yes,No,No,No,2022,12,Thursday,No,No,Morning,8,No,No,No,9,No,Yes,Medium,Minor,Yes
CHN202300823,13.009878,80.200246,Kathipara,GST Road Flyover,Flyover,2,9.5,60,Sunny,36.7,54.1,2485,6.1,Dry,Dusk,Medium,36.6,5.1,0.0,Yes,No,No,No,No,2023,2,Monday,No,No,Evening,17,No,Yes,No,4,No,No,Low,Major,Yes
CHN202500824,12.898405,80.224784,Sholinganallur,OMR,Highway,6,20.0,100,Cloudy,29.0,70.6,3964,18.9,Dry,Daylight,Low,46.9,6.7,13.0,Yes,No,No,No,Yes,2023,6,Saturday,Yes,No,Afternoon,12,No,No,No,2,Yes,No,Low,Major,No
CHN202500825,12.936802,80.257492,Neelankarai,ECR,Highway,4,19.6,60,Sunny,36.1,45.3,3916,14.8,Dry,Daylight,High,17.1,12.4,40.0,No,,No,No,Yes,2022,9,Friday,No,No,Morning,8,No,No,Yes,5,No,No,Low,Major,No
CHN202400826,12.93805,80.239324,Thoraipakkam,OMR,Flyover,4,13.8,60,Sunny,37.5,46.9,4357,6.7,Dry,NightWithoutLights,High,27.1,10.7,54.0,No,No,No,No,No,2025,2,Thursday,No,No,Early Morning,5,Yes,Yes,No,6,No,No,High,Major,No
CHN202500827,13.007376,80.25641,Adyar,LB Road,Arterial,2,11.9,40,Sunny,34.9,47.8,2947,7.9,Dry,NightWithoutLights,Severe,8.1,2.5,65.0,Yes,No,No,No,No,2024,6,Saturday,Yes,No,Late Night,3,No,No,No,7,No,No,Medium,Minor,No
CHN202300828,12.937239,80.259669,Neelankarai,ECR,Service Road,1,6.7,20,Sunny,37.8,64.0,2510,13.9,Dry,Dusk,Severe,8.7,8.2,89.0,Yes,No,Yes,Yes,Yes,2022,1,Friday,No,No,Evening,18,No,No,No,8,No,No,Low,Minor,No
CHN202300829,12.977231,80.215157,Velachery,Velachery Main Road,Arterial,2,12.5,40,Sunny,32.3,59.6,3796,10.6,Dry,Dawn,Severe,19.2,10.1,75.0,No,No,No,Yes,No,2023,6,Sunday,Yes,No,Early Morning,5,No,No,No,5,No,No,Medium,Minor,No
CHN202500830,13.056772,80.099382,Poonamallee,Poonamallee High Road,Arterial,2,15.1,50,Sunny,37.2,55.3,4060,12.5,Dry,NightWithoutLights,High,26.0,2.2,62.0,No,No,Yes,Yes,No,2024,6,Thursday,No,No,Late Night,0,No,Yes,Yes,6,Yes,No,Medium,Minor,No
CHN202500831,12.950483,80.140869,Chrompet,GST Road,Arterial,4,16.2,50,Rainy,28.3,90.1,658,17.6,Wet,NightWithoutLights,Low,46.1,11.1,31.0,Yes,Yes,No,Yes,No,2024,12,Thursday,No,No,Night,21,No,No,No,5,No,No,High,Minor,Yes
CHN202400832,13.067309,80.20382,Koyambedu,Poonamallee High Road,Junction,4,10.3,40,Cloudy,32.5,62.1,3798,18.1,Dry,Dusk,Medium,34.0,10.4,15.0,No,No,No,No,No,2022,12,Monday,No,No,Evening,18,No,No,Yes,5,No,No,Low,Minor,No
CHN202400833,12.999015,80.259974,Adyar,LB Road,Arterial,4,13.9,50,Rainy,28.7,85.3,1358,28.6,Damaged,NightWithoutLights,High,14.3,7.0,67.0,No,No,Yes,Yes,No,2022,9,Sunday,Yes,No,Late Night,23,No,Yes,No,9,No,Yes,High,Major,Yes
CHN202400834,13.055507,80.093559,Poonamallee,Poonamallee High Road,Arterial,4,12.4,40,Sunny,31.5,56.8,2846,11.9,Dry,NightWithoutLights,Medium,23.1,11.6,38.0,No,No,Yes,No,No,2022,9,Sunday,Yes,No,Late Night,0,No,No,No,5,No,No,Low,Major,No
CHN202400835,12.893083,80.223361,Sholinganallur,OMR,Highway,8,21.7,100,Sunny,38.1,62.2,3356,13.8,Dry,Daylight,Medium,35.7,14.7,54.0,No,Yes,Yes,Yes,No,2024,9,Thursday,No,Yes,Evening,18,No,No,Yes,3,No,No,Low,Major,No
CHN202200836,13.047297,80.210469,Vadapalani,Arcot Road,Arterial,4,14.4,40,Sunny,32.5,60.9,2441,8.1,Wet,Dawn,Severe,5.0,7.9,85.0,No,No,No,No,No,2025,1,Saturday,Yes,Yes,Early Morning,5,Yes,No,No,11,No,No,High,Minor,No
CHN202400837,13.03337,80.269043,Mylapore,Luz Church Road,Residential,2,5.9,30,Rainy,24.8,94.2,1196,26.6,Potholes,Daylight,High,29.1,8.5,51.0,No,No,No,Yes,No,2025,6,Monday,No,No,Afternoon,11,No,Yes,Yes,4,No,No,Medium,Minor,Yes
CHN202400838,13.011535,80.201109,Kathipara,GST Road Flyover,Flyover,2,8.3,60,Sunny,36.8,45.6,3052,17.1,Dry,Daylight,Low,45.4,10.6,0.0,No,No,No,No,Yes,2025,3,Thursday,No,No,Afternoon,12,No,Yes,Yes,2,No,No,Low,Major,No
CHN202200839,13.02917,80.157771,Porur,Mount Poonamallee Road,Arterial,4,10.8,60,Drizzle,27.4,78.0,1844,15.7,Wet,Daylight,High,19.6,11.3,55.0,No,Yes,Yes,No,No,2024,8,Saturday,Yes,No,Afternoon,12,No,No,Yes,5,No,No,Medium,Major,No
CHN202500840,12.900477,80.222737,Sholinganallur,OMR,Highway,4,14.0,80,Sunny,38.4,55.9,2005,17.3,Dry,Daylight,High,15.6,18.6,85.0,Yes,No,Yes,Yes,No,2025,7,Wednesday,No,No,Afternoon,11,No,No,No,6,No,No,Medium,Major,No
CHN202200841,13.0467,80.206229,Vadapalani,Arcot Road,Junction,4,18.8,30,Sunny,32.5,58.5,4114,5.8,Dry,Dawn,High,18.3,5.0,75.0,No,Yes,No,No,No,2025,12,Wednesday,No,No,Early Morning,4,Yes,No,Yes,6,No,No,Medium,Minor,No
CHN202500842,13.034803,80.156571,Porur,Mount Poonamallee Road,Arterial,4,15.3,40,Sunny,33.9,55.4,3191,12.6,Damaged,Dawn,High,15.1,6.1,69.0,No,No,No,Yes,No,2022,11,Monday,No,Yes,Early Morning,5,No,Yes,Yes,5,No,No,Medium,Minor,No
CHN202300843,12.923223,80.131322,Tambaram,GST Road,Flyover,2,10.9,70,Cloudy,27.0,59.1,1751,10.0,Dry,NightWithLights,Medium,22.8,3.9,51.0,Yes,Yes,No,No,No,2025,1,Wednesday,No,No,Late Night,2,No,Yes,Yes,3,No,No,Medium,Fatal,No
CHN202200844,12.796526,80.219556,Kelambakkam,OMR Service Road,Service Road,2,5.6,30,Rainy,25.4,87.0,1057,26.1,Potholes,NightWithLights,Medium,35.0,22.2,56.0,No,Yes,Yes,No,No,2025,3,Saturday,Yes,No,Late Night,1,No,No,Yes,4,No,No,High,Major,No
CHN202400845,13.041321,80.142725,Porur,Mount Poonamallee Road,Highway,4,14.8,60,Sunny,38.4,60.1,2177,9.3,Dry,Daylight,Low,39.9,10.0,16.0,No,No,No,No,No,2025,6,Tuesday,No,Yes,Evening,17,No,No,Yes,2,No,No,Low,Major,No
CHN202500846,13.009663,80.19641,Kathipara,GST Road Flyover,Service Road,1,6.1,30,Sunny,32.0,58.8,4061,5.2,Dry,Dusk,High,30.9,11.9,71.0,No,Yes,No,No,No,2024,6,Sunday,Yes,No,Evening,18,No,No,Yes,6,No,No,Low,Minor,No
CHN202400847,12.901064,80.23114,Sholinganallur,OMR,Arterial,4,15.3,50,Rainy,29.2,79.9,1441,28.3,Wet,NightWithoutLights,High,12.3,7.0,75.0,No,No,Yes,Yes,No,2025,1,Monday,No,Yes,Late Night,23,No,No,No,5,No,No,High,Major,Yes
CHN202300848,13.110997,80.153966,Ambattur,Ambattur Industrial Estate Road,Residential,2,6.4,40,Sunny,32.2,59.5,3479,12.2,Dry,Daylight,Low,41.3,5.2,9.0,No,No,No,Yes,No,2022,1,Friday,No,Yes,Afternoon,12,No,Yes,Yes,1,No,Yes,Low,Minor,No
CHN202500849,13.050495,80.213197,Vadapalani,Arcot Road,Arterial,4,10.4,60,Drizzle,26.7,,1756,12.3,Potholes,Daylight,Medium,32.5,5.4,64.0,No,No,No,Yes,No,2025,10,Saturday,Yes,Yes,Morning,8,Yes,Yes,Yes,4,No,No,Medium,Major,No
CHN202400850,12.936661,80.232139,Thoraipakkam,OMR,Service Road,1,6.2,30,Sunny,33.6,60.4,2122,10.4,Dry,NightWithLights,Severe,7.0,6.3,100.0,No,Yes,No,No,No,2025,1,Saturday,Yes,Yes,Night,19,No,No,No,4,No,No,Medium,Minor,No
CHN202300851,13.045237,80.288562,Marina,Marina Beach Road,Arterial,2,11.3,40,Sunny,35.2,49.0,2255,8.5,Wet,NightWithLights,High,28.0,7.3,58.0,Yes,No,No,No,No,2023,6,Monday,No,No,Late Night,23,No,No,No,5,No,No,Medium,Minor,No
CHN202400852,12.921212,80.264373,Injambakkam,ECR,Highway,4,19.9,100,Foggy,20.6,89.7,63,8.3,Dry,Daylight,Low,48.6,9.7,34.0,Yes,No,No,No,No,2023,6,Saturday,Yes,No,Morning,7,Yes,No,No,3,No,No,Medium,Major,No
CHN202300853,13.044298,80.213226,Vadapalani,Arcot Road,Flyover,4,13.0,80,Sunny,29.2,48.9,4223,16.3,Damaged,Dusk,Medium,29.4,3.2,34.0,No,No,No,No,No,2023,7,Friday,No,No,Evening,18,Yes,No,No,1,No,No,Low,Major,No
CHN202500854,12.938368,80.233028,Thoraipakkam,OMR,Highway,6,18.7,80,Drizzle,26.7,75.2,2157,15.4,Potholes,Daylight,Medium,36.2,23.8,39.0,No,No,Yes,Yes,No,2024,3,Monday,No,No,Evening,16,Yes,No,No,2,Yes,No,Medium,Major,No
CHN202200855,13.036722,80.268496,Mylapore,Luz Church Road,Residential,1,6.1,30,Cloudy,32.6,56.7,2602,18.2,Dry,NightWithoutLights,Low,48.6,6.3,40.0,Yes,No,Yes,No,No,2024,9,Tuesday,No,No,Late Night,1,No,No,Yes,1,Yes,No,Low,Minor,No
CHN202400856,12.914669,80.256472,Injambakkam,ECR,Junction,2,15.0,50,Sunny,37.4,56.9,4583,5.6,Dry,Daylight,High,16.5,6.7,66.0,No,No,No,Yes,No,2024,1,Tuesday,No,No,Afternoon,11,No,No,No,6,No,No,Medium,Minor,No
CHN202400857,12.915331,80.130118,Tambaram,GST Road,Highway,8,23.3,100,Foggy,22.1,89.1,179,9.4,Dry,NightWithLights,Severe,12.3,8.4,70.0,No,No,Yes,Yes,No,2024,8,Saturday,Yes,No,Late Night,23,No,No,Yes,7,Yes,No,High,Fatal,No
CHN202300858,13.050407,80.283364,Marina,Marina Beach Road,Service Road,2,5.0,40,Sunny,37.3,52.2,4021,15.5,Damaged,NightWithoutLights,Medium,42.0,24.6,42.0,No,No,Yes,Yes,No,2022,5,Tuesday,No,No,Night,22,No,Yes,Yes,4,Yes,No,Medium,Minor,No
CHN202200859,13.122572,80.149477,Ambattur,Ambattur Industrial Estate Road,Residential,2,7.4,40,Sunny,37.8,54.8,2680,11.5,Dry,Daylight,Low,35.6,5.3,24.0,No,No,Yes,No,No,2023,3,Thursday,No,No,Morning,6,No,No,No,3,No,No,Low,Minor,No
CHN202300860,12.791261,80.213724,Kelambakkam,OMR Service Road,Service Road,1,4.8,20,Cloudy,27.3,58.2,1513,10.1,UnderConstruction,Dusk,Medium,37.1,18.1,40.0,Yes,No,No,No,No,2024,7,Thursday,No,No,Evening,17,No,Yes,Yes,2,Yes,No,Low,Minor,No
CHN202500861,13.055837,80.218179,Vadapalani,Arcot Road,Arterial,4,15.9,50,Sunny,34.4,50.5,2290,9.5,Damaged,Daylight,High,25.4,7.0,56.0,No,No,No,Yes,No,2024,1,Tuesday,No,No,Afternoon,12,Yes,Yes,No,4,No,No,Medium,Minor,No
